,Gender,Age,Socioeconomic Status,Employment Status,Age Category
6186,Male,78.9232496428175,Very Affluent,Not in Labour Force,75+
6187,Female,35.04857178247818,Disadvantaged,Employed,35-44
6188,Male,58.42542249183883,Very Affluent,Employed,55-64
6189,Male,41.207885921667,Average,Employed,35-44
6190,Female,30.596239724751342,Disadvantaged,Employed,25-34
6191,Male,82.01453706903709,Very Affluent,Not in Labour Force,75+
6192,Male,75.54001854632057,Very Affluent,Not in Labour Force,75+
6193,Male,46.98201163346309,Affluent,Employed,45-54
6194,Female,40.42559279166201,Average,Employed,35-44
6195,Male,60.113897471185396,Very Affluent,Employed,55-64
6196,Male,76.55906194740734,Very Affluent,Not in Labour Force,75+
6197,Female,34.66087611972427,Disadvantaged,Not in Labour Force,35-44
6198,Female,32.075006525792716,Disadvantaged,Employed,25-34
6199,Female,39.732684017637695,Average,Employed,35-44
6200,Female,25.116924688981108,Very Disadvantaged,Not in Labour Force,25-34
6201,Female,19.709413579499177,Very Disadvantaged,Not in Labour Force,15-24
6202,Female,28.576668362060857,Disadvantaged,Employed,25-34
6203,Male,55.6829171438246,Affluent,Employed,55-64
6204,Male,67.66787970818058,Very Affluent,Not in Labour Force,65-74
6205,Female,27.393760585820516,Disadvantaged,Unemployed,25-34
6206,Male,83.29505597584631,Very Affluent,Not in Labour Force,75+
6207,Male,59.163523781204056,Very Affluent,Not in Labour Force,55-64
6208,Female,33.3499045844194,Disadvantaged,Not in Labour Force,25-34
6209,Female,34.11182245496987,Disadvantaged,Employed,35-44
6210,Male,57.012823410962994,Very Affluent,Employed,55-64
6211,Male,56.900443816458285,Very Affluent,Employed,55-64
6212,Male,44.0340191095096,Average,Not in Labour Force,45-54
6213,Female,26.779260124264542,Very Disadvantaged,Employed,25-34
6214,Male,55.793401443149904,Affluent,Employed,55-64
6215,Female,34.84165231676025,Disadvantaged,Employed,35-44
6216,Female,16.52798743840772,Very Disadvantaged,Not in Labour Force,15-24
6217,Male,64.6125528992621,Very Affluent,Not in Labour Force,65-74
6218,Male,50.08893844788457,Affluent,Not in Labour Force,45-54
6219,Male,75.14641798260939,Very Affluent,Not in Labour Force,75+
6220,Female,22.15817335340507,Very Disadvantaged,Employed,15-24
6221,Female,37.378694058250694,Average,Employed,35-44
6222,Female,20.64171774987554,Very Disadvantaged,Employed,15-24
6223,Female,20.44988761755024,Very Disadvantaged,Not in Labour Force,15-24
6224,Female,28.50828269095254,Disadvantaged,Not in Labour Force,25-34
6225,Female,23.16558067177344,Very Disadvantaged,Employed,15-24
6226,Female,39.44522148911547,Average,Employed,35-44
6227,Male,62.26567018392005,Very Affluent,Employed,55-64
6228,Female,30.709082965854304,Disadvantaged,Employed,25-34
6229,Female,29.498178926560357,Disadvantaged,Employed,25-34
6230,Female,33.81623248559496,Disadvantaged,Employed,25-34
6231,Female,31.636717612773083,Disadvantaged,Employed,25-34
6232,Male,74.49307525528991,Very Affluent,Not in Labour Force,75+
6233,Male,45.09099721394684,Average,Employed,45-54
6234,Male,57.37134429747758,Very Affluent,Employed,55-64
6235,Female,32.510810223287976,Disadvantaged,Not in Labour Force,25-34
6236,Male,48.6539294383946,Affluent,Not in Labour Force,45-54
6237,Female,35.26487320706279,Disadvantaged,Employed,35-44
6238,Female,36.90146368768328,Average,Employed,35-44
6239,Male,46.92252598241777,Affluent,Employed,45-54
6240,Female,31.68831495146506,Disadvantaged,Not in Labour Force,25-34
6241,Male,58.737363328493956,Very Affluent,Employed,55-64
6242,Female,26.638102392232433,Very Disadvantaged,Employed,25-34
6243,Female,24.31912162621285,Very Disadvantaged,Not in Labour Force,25-34
6244,Female,31.67050467311914,Disadvantaged,Employed,25-34
6245,Male,53.99209040953654,Affluent,Not in Labour Force,45-54
6246,Female,26.350768009749522,Very Disadvantaged,Employed,25-34
6247,Female,34.66817909785142,Disadvantaged,Not in Labour Force,35-44
6248,Male,62.39691178269585,Very Affluent,Not in Labour Force,55-64
6249,Female,15.943116115489701,Very Disadvantaged,Not in Labour Force,15-24
6250,Female,31.628576763266395,Disadvantaged,Not in Labour Force,25-34
6251,Male,42.13135356843085,Average,Employed,35-44
6252,Male,57.61063825241052,Very Affluent,Not in Labour Force,55-64
6253,Male,49.73204096710268,Affluent,Employed,45-54
6254,Female,16.274856706638655,Very Disadvantaged,Employed,15-24
6255,Female,21.077805184588744,Very Disadvantaged,Employed,15-24
6256,Male,45.04225127249498,Average,Employed,45-54
6257,Male,54.71340773820104,Affluent,Employed,55-64
6258,Female,22.895462843871883,Very Disadvantaged,Employed,15-24
6259,Female,17.64178644866705,Very Disadvantaged,Unemployed,15-24
6260,Female,20.53824686465812,Very Disadvantaged,Employed,15-24
6261,Female,26.50993711098026,Very Disadvantaged,Not in Labour Force,25-34
6262,Female,18.62687512674436,Very Disadvantaged,Employed,15-24
6263,Female,31.57111065898246,Disadvantaged,Employed,25-34
6264,Male,49.525810342360906,Affluent,Employed,45-54
6265,Female,37.07545700422595,Average,Not in Labour Force,35-44
6266,Male,45.36479432443585,Affluent,Employed,45-54
6267,Female,31.0041931476239,Disadvantaged,Employed,25-34
6268,Female,26.95815812809173,Very Disadvantaged,Employed,25-34
6269,Female,15.918751777698219,Very Disadvantaged,Not in Labour Force,15-24
6270,Male,52.216603387202376,Affluent,Unemployed,45-54
6271,Male,69.0925073786653,Very Affluent,Not in Labour Force,65-74
6272,Female,21.54883919486135,Very Disadvantaged,Employed,15-24
6273,Male,71.44464348058166,Very Affluent,Not in Labour Force,65-74
6274,Female,27.229215322077156,Disadvantaged,Not in Labour Force,25-34
6275,Male,45.801951962084736,Affluent,Employed,45-54
6276,Male,43.268682164960595,Average,Not in Labour Force,35-44
6277,Female,22.670106182589343,Very Disadvantaged,Unemployed,15-24
6278,Male,91.0169599687001,Very Affluent,Not in Labour Force,75+
6279,Male,50.815745929873216,Affluent,Employed,45-54
6280,Female,23.06656181022415,Very Disadvantaged,Employed,15-24
6281,Male,43.987492886529814,Average,Employed,35-44
6282,Female,32.33992420817656,Disadvantaged,Not in Labour Force,25-34
6283,Male,46.13015707112534,Affluent,Employed,45-54
6284,Male,41.62392008113197,Average,Employed,35-44
6285,Female,28.379227246584318,Disadvantaged,Employed,25-34
6286,Female,29.754978770865925,Disadvantaged,Employed,25-34
6287,Male,44.10991026579614,Average,Employed,45-54
6288,Female,27.17268871118578,Very Disadvantaged,Employed,25-34
6289,Male,68.14825417201335,Very Affluent,Not in Labour Force,65-74
6290,Male,41.72838283755318,Average,Employed,35-44
6291,Male,41.32198283524222,Average,Employed,35-44
6292,Male,94.36503577156822,Very Affluent,Not in Labour Force,75+
6293,Male,42.87023918672392,Average,Employed,35-44
6294,Female,39.975740578718714,Average,Employed,35-44
6295,Male,41.79839260702192,Average,Employed,35-44
6296,Female,38.66711706441525,Average,Employed,35-44
6297,Male,63.092903797529985,Very Affluent,Not in Labour Force,55-64
6298,Female,36.22062627770439,Disadvantaged,Not in Labour Force,35-44
6299,Female,38.09862767833346,Average,Employed,35-44
6300,Female,27.666798381120785,Disadvantaged,Employed,25-34
6301,Male,51.05515852207344,Affluent,Employed,45-54
6302,Female,28.226483361602845,Disadvantaged,Employed,25-34
6303,Male,55.55455438855138,Affluent,Employed,55-64
6304,Male,61.733783257282234,Very Affluent,Employed,55-64
6305,Male,53.48912300311214,Affluent,Employed,45-54
6306,Male,41.47025724582174,Average,Employed,35-44
6307,Female,37.52928561553217,Average,Employed,35-44
6308,Female,30.7392320564075,Disadvantaged,Employed,25-34
6309,Female,21.673074997869392,Very Disadvantaged,Not in Labour Force,15-24
6310,Female,30.559888275219095,Disadvantaged,Employed,25-34
6311,Male,72.19457322101036,Very Affluent,Not in Labour Force,65-74
6312,Female,31.177250305518783,Disadvantaged,Employed,25-34
6313,Female,37.35601498177958,Average,Unemployed,35-44
6314,Female,27.594697466957975,Disadvantaged,Employed,25-34
6315,Female,35.554333416183056,Disadvantaged,Employed,35-44
6316,Female,28.059096216455917,Disadvantaged,Employed,25-34
6317,Female,38.95106434997556,Average,Not in Labour Force,35-44
6318,Female,35.994265222479484,Disadvantaged,Employed,35-44
6319,Male,44.94937634716266,Average,Employed,45-54
6320,Male,44.268759666831976,Average,Employed,45-54
6321,Male,65.39351122866643,Very Affluent,Not in Labour Force,65-74
6322,Male,64.12531051186201,Very Affluent,Not in Labour Force,65-74
6323,Male,47.92638773858615,Affluent,Not in Labour Force,45-54
6324,Female,19.114663200226314,Very Disadvantaged,Employed,15-24
6325,Female,28.859091461943702,Disadvantaged,Not in Labour Force,25-34
6326,Male,56.66136228579806,Very Affluent,Employed,55-64
6327,Male,71.96140023686704,Very Affluent,Not in Labour Force,65-74
6328,Female,29.815849630941425,Disadvantaged,Employed,25-34
6329,Female,21.047020754025247,Very Disadvantaged,Unemployed,15-24
6330,Female,31.99289581438311,Disadvantaged,Employed,25-34
6331,Female,24.11828596813921,Very Disadvantaged,Employed,25-34
6332,Male,42.21171212494902,Average,Employed,35-44
6333,Female,39.125518662727096,Average,Not in Labour Force,35-44
6334,Male,57.24329486348533,Very Affluent,Employed,55-64
6335,Female,37.01319673686545,Average,Employed,35-44
6336,Male,56.07258266727837,Affluent,Employed,55-64
6337,Female,26.916301570709404,Very Disadvantaged,Unemployed,25-34
6338,Male,61.19920163670488,Very Affluent,Employed,55-64
6339,Female,32.0354043526681,Disadvantaged,Employed,25-34
6340,Male,79.12038544720232,Very Affluent,Not in Labour Force,75+
6341,Female,39.5587388295795,Average,Employed,35-44
6342,Male,47.4661368277629,Affluent,Employed,45-54
6343,Male,58.729442187544,Very Affluent,Employed,55-64
6344,Female,41.01465323143156,Average,Employed,35-44
6345,Male,63.64970649148871,Very Affluent,Not in Labour Force,55-64
6346,Female,27.786154153215573,Disadvantaged,Employed,25-34
6347,Female,21.076102053997968,Very Disadvantaged,Not in Labour Force,15-24
6348,Male,49.71144466249752,Affluent,Employed,45-54
6349,Male,57.203301898581074,Very Affluent,Not in Labour Force,55-64
6350,Male,42.06702773460556,Average,Employed,35-44
6351,Male,48.94630894491283,Affluent,Employed,45-54
6352,Female,15.706251170697609,Very Disadvantaged,Unemployed,15-24
6353,Male,66.40174725531196,Very Affluent,Not in Labour Force,65-74
6354,Male,69.91657870838064,Very Affluent,Not in Labour Force,65-74
6355,Male,76.11567940717805,Very Affluent,Not in Labour Force,75+
6356,Male,55.657736792379055,Affluent,Not in Labour Force,55-64
6357,Female,34.55934436949541,Disadvantaged,Employed,35-44
6358,Male,41.41178670292302,Average,Employed,35-44
6359,Male,49.58154149819427,Affluent,Not in Labour Force,45-54
6360,Male,49.723826064537384,Affluent,Employed,45-54
6361,Male,49.26097033575499,Affluent,Employed,45-54
6362,Female,27.707096903387807,Disadvantaged,Employed,25-34
6363,Female,21.723355723315144,Very Disadvantaged,Employed,15-24
6364,Male,47.645411604791626,Affluent,Employed,45-54
6365,Male,80.0235391743507,Very Affluent,Not in Labour Force,75+
6366,Female,20.456012980411398,Very Disadvantaged,Employed,15-24
6367,Female,31.79363246493631,Disadvantaged,Employed,25-34
6368,Female,34.95454534130826,Disadvantaged,Employed,35-44
6369,Female,28.731144610603323,Disadvantaged,Not in Labour Force,25-34
6370,Male,56.92856068817282,Very Affluent,Not in Labour Force,55-64
6371,Male,43.837256446603014,Average,Employed,35-44
6372,Female,33.86906019489149,Disadvantaged,Not in Labour Force,25-34
6373,Male,51.99977750325166,Affluent,Employed,45-54
6374,Female,15.594980804081068,Very Disadvantaged,Not in Labour Force,15-24
6375,Female,29.099487764926387,Disadvantaged,Not in Labour Force,25-34
6376,Female,37.30225328983202,Average,Employed,35-44
6377,Male,43.25215655653008,Average,Employed,35-44
6378,Male,46.665560249400556,Affluent,Employed,45-54
6379,Female,22.22002044998481,Very Disadvantaged,Not in Labour Force,15-24
6380,Male,54.05705872280054,Affluent,Employed,55-64
6381,Male,73.68732368297228,Very Affluent,Not in Labour Force,65-74
6382,Female,27.29292255901742,Disadvantaged,Employed,25-34
6383,Male,47.59069487921586,Affluent,Employed,45-54
6384,Female,32.022825431523806,Disadvantaged,Employed,25-34
6385,Female,29.695526279554226,Disadvantaged,Employed,25-34
6386,Female,20.22030803253545,Very Disadvantaged,Employed,15-24
6387,Male,66.43884904025586,Very Affluent,Employed,65-74
6388,Male,43.91667071304367,Average,Not in Labour Force,35-44
6389,Female,37.35466726111953,Average,Employed,35-44
6390,Female,32.73082261136098,Disadvantaged,Employed,25-34
6391,Male,41.159570896075465,Average,Employed,35-44
6392,Male,53.145796422689344,Affluent,Employed,45-54
6393,Female,21.41959159752641,Very Disadvantaged,Employed,15-24
6394,Male,68.7733601598238,Very Affluent,Not in Labour Force,65-74
6395,Male,43.78340283695895,Average,Employed,35-44
6396,Male,85.8895529975994,Very Affluent,Not in Labour Force,75+
6397,Male,44.85722961631543,Average,Employed,45-54
6398,Male,48.341021700945475,Affluent,Employed,45-54
6399,Male,53.71950916979678,Affluent,Employed,45-54
6400,Female,35.22541611504566,Disadvantaged,Employed,35-44
6401,Female,16.05086421085499,Very Disadvantaged,Not in Labour Force,15-24
6402,Male,66.15603678228987,Very Affluent,Not in Labour Force,65-74
6403,Female,32.13401738923835,Disadvantaged,Employed,25-34
6404,Female,33.035590428921594,Disadvantaged,Employed,25-34
6405,Female,28.396981232784967,Disadvantaged,Employed,25-34
6406,Female,30.560729963465757,Disadvantaged,Employed,25-34
6407,Male,54.72333211589936,Affluent,Employed,55-64
6408,Male,42.525329065985346,Average,Employed,35-44
6409,Female,29.75609910478208,Disadvantaged,Employed,25-34
6410,Male,57.07575332952334,Very Affluent,Not in Labour Force,55-64
6411,Male,41.45052478906237,Average,Employed,35-44
6412,Female,15.006776072964534,Very Disadvantaged,Not in Labour Force,15-24
6413,Male,75.253346514366,Very Affluent,Not in Labour Force,75+
6414,Female,19.495549957914903,Very Disadvantaged,Not in Labour Force,15-24
6415,Female,26.331389938921266,Very Disadvantaged,Employed,25-34
6416,Female,32.1828710118083,Disadvantaged,Employed,25-34
6417,Female,32.225512698833164,Disadvantaged,Employed,25-34
6418,Female,27.841286686879286,Disadvantaged,Employed,25-34
6419,Female,36.58465248377836,Average,Employed,35-44
6420,Male,65.11228171156236,Very Affluent,Not in Labour Force,65-74
6421,Male,44.698741230889475,Average,Employed,45-54
6422,Female,32.589736704879996,Disadvantaged,Employed,25-34
6423,Female,26.81174622474465,Very Disadvantaged,Not in Labour Force,25-34
6424,Male,50.800450653439285,Affluent,Employed,45-54
6425,Male,44.89245289282442,Average,Employed,45-54
6426,Male,51.172500723119285,Affluent,Employed,45-54
6427,Male,72.1589075959318,Very Affluent,Unemployed,65-74
6428,Female,40.821333796731246,Average,Employed,35-44
6429,Male,49.38794220426881,Affluent,Employed,45-54
6430,Female,40.87307568158339,Average,Not in Labour Force,35-44
6431,Male,56.894167349758476,Very Affluent,Not in Labour Force,55-64
6432,Male,52.178882006205946,Affluent,Employed,45-54
6433,Female,34.41224160787152,Disadvantaged,Employed,35-44
6434,Male,41.861902711376985,Average,Employed,35-44
6435,Male,56.72627137761402,Very Affluent,Not in Labour Force,55-64
6436,Female,36.141809233521485,Disadvantaged,Employed,35-44
6437,Male,68.36891490359798,Very Affluent,Not in Labour Force,65-74
6438,Female,31.03756128800316,Disadvantaged,Employed,25-34
6439,Male,56.74502557322474,Very Affluent,Employed,55-64
6440,Male,52.120044867269854,Affluent,Employed,45-54
6441,Male,42.00049338430354,Average,Employed,35-44
6442,Male,41.16708895615371,Average,Employed,35-44
6443,Male,57.02355316529952,Very Affluent,Employed,55-64
6444,Male,51.46895566355675,Affluent,Employed,45-54
6445,Female,24.54530117586325,Very Disadvantaged,Employed,25-34
6446,Female,28.70797860197753,Disadvantaged,Unemployed,25-34
6447,Male,56.212950207843555,Very Affluent,Employed,55-64
6448,Male,52.749735513532976,Affluent,Employed,45-54
6449,Female,37.62900239599822,Average,Employed,35-44
6450,Female,16.98945304584511,Very Disadvantaged,Employed,15-24
6451,Female,37.0199152845749,Average,Employed,35-44
6452,Male,48.11460550265696,Affluent,Not in Labour Force,45-54
6453,Male,45.43196849740117,Affluent,Employed,45-54
6454,Male,61.7282362807643,Very Affluent,Employed,55-64
6455,Male,42.94501846172928,Average,Employed,35-44
6456,Male,42.69116406423295,Average,Not in Labour Force,35-44
6457,Male,57.85942855504675,Very Affluent,Not in Labour Force,55-64
6458,Female,30.14865910322836,Disadvantaged,Employed,25-34
6459,Female,40.60689887276111,Average,Employed,35-44
6460,Female,21.989320312889074,Very Disadvantaged,Employed,15-24
6461,Male,42.440413318711826,Average,Employed,35-44
6462,Male,49.336632302272335,Affluent,Employed,45-54
6463,Male,60.67611092847384,Very Affluent,Employed,55-64
6464,Female,29.238934770946525,Disadvantaged,Employed,25-34
6465,Female,17.744654485437767,Very Disadvantaged,Not in Labour Force,15-24
6466,Female,17.89262998069692,Very Disadvantaged,Unemployed,15-24
6467,Male,43.03729205718448,Average,Employed,35-44
6468,Male,52.95325623116189,Affluent,Employed,45-54
6469,Female,36.670539992522066,Average,Employed,35-44
